Vertices
 12     
0,1,1300
0,3,350
0,5,1000
1,5,750
1,7,850
1,10,500
1,11,400
2,7,50		
3,0,350           
3,10,500
3,11,400
4,2,300           
4,6,170           
5,8,350          
5,1,750
5,10,450
5,11,300
6,10,400
6,4,170
7,2,50
7,1,850
8,9,160
8,5,350
9,8,160
10,6,400
10,2,500
10,5,450
10,3,500
10,1,500
10,11,100
11,1,400
11,10,100
11,5,300
